num,ang1,ang2,ang3,ang4,ang5,ang6,ang7,ang8,ang9,ang10,label
49,19.387884557826542,4.33661732155022,5.042451069169509,95.13508400409698,110.56765060316245,44.869485921608906,135.61807367823928,114.84092354534232,137.88192333745576,161.2300852356357,arm_stretch_up
50,131.3935951164354,88.7521880462266,126.56932299382908,107.19360877463482,171.25208041381902,13.489892137017845,38.05012706831967,55.98441782430813,151.9634341794688,145.1115383826579,arm_stretch_up
51,45.99406083294237,16.43381018090004,112.80866692284529,84.26329908174083,71.64987092194524,31.151303422023943,179.9367130822576,103.23456834363772,53.90900001194164,167.68713013595666,arm_stretch_up
52,135.66579581562297,39.37782963364854,56.05041253336434,45.21620946246237,33.49762265502683,15.422018205587255,3.2069504904655264,134.01580168724956,4.251981002416603,53.22746879443916,arm_stretch_up
53,172.06949569720084,179.2787138012527,153.22650670653465,151.26471867501755,91.46880071438585,85.95783982243736,176.08842818747135,179.8326110534688,180,173.8943459529323,arm_stretch_up
54,179.58337260311626,178.74554837731887,163.73161660649438,159.4673003142221,91.06091169026423,85.57262764630597,176.4725319496257,177.02626891751996,178.80651057601887,179.5096596778427,arm_stretch_up
55,178.86472705176945,175.78775166069906,168.0354423851607,169.5485235774808,83.69574538894243,93.56081638890936,176.842859993036,174.70639439281626,178.35856724109507,178.48459209997793,arm_stretch_up
56,164.01509561333367,167.70935111198344,140.8293714685374,145.67771298725907,84.55054705157767,90.38686895218287,177.49633987826934,175.64830279708968,174.45655933695147,177.38976137997057,arm_stretch_up
57,169.22574015244254,178.96938917362726,149.1754027382628,166.59394487195405,94.52310113528371,93.04024556634627,174.45993572575335,171.67084374724465,176.80489406112503,179.8771096426445,arm_stretch_up
58,178.1059188356399,174.30829744147732,164.85318553165166,179.79747328080938,86.42366562500264,91.26599900039474,177.9566250172879,178.21076641742118,172.96588893908125,179.80654964540153,arm_stretch_up
59,176.53268514639345,175.31312374873715,145.1196570421154,145.05141411602347,88.55144991372234,91.24837872351904,177.7401219291474,175.5488797194645,175.24958423928703,177.37712249153404,arm_stretch_up
60,171.38143799559316,172.8873855904392,164.76566868915364,177.86382125670215,89.52649194126508,91.96413989399724,177.81835859644863,173.82052509929028,178.76359239714466,179.34572503152992,arm_stretch_up
61,179.80988229661202,179.02941089822787,157.02110968318306,160.74731084292168,86.79003616044345,91.61124785775667,174.36986724652203,179.2108826710885,177.24454490208967,179.8815796804869,arm_stretch_up
62,175.99819903245844,172.844492896191,159.31631292167344,170.54430116382508,94.85050078905397,95.83292906632627,170.9793786386332,170.6189413342499,179.5197062944755,179.68000011957858,arm_stretch_up
63,172.81615132992144,179.04642432035334,149.6265996686971,156.08796816570964,84.90947212326009,87.45769629183262,179.23310914962246,178.9796487364782,175.7831335815047,179.39736438483212,arm_stretch_up
64,179.3671704213026,175.62662714230925,166.48939113853118,167.09822943916754,92.993300840121,90.12129170916091,172.67804739176438,177.27218640821818,178.29956318280642,173.3431696462798,arm_stretch_up
65,142.00645547374214,147.72435568542235,106.77343227612256,107.24796510795177,92.57335946317683,93.73139699916044,171.81736609037748,171.67434966957313,177.43698097074946,177.6830262122421,arm_stretch_up
66,175.32892801018684,177.7134005641629,158.344908423742,163.87101790107295,87.16254347645142,91.9264126976102,179.0581242165398,175.9247014553574,176.02725742105292,179.64241246305167,arm_stretch_up
67,176.98721249581624,168.7283476469003,173.11827636936303,173.8060950328488,90,91.77146974003406,176.98721249581672,176.96485770830762,180,175.1344722010485,arm_stretch_up
68,175.5607169042581,166.22573598686873,153.9377646722475,142.76272130164355,98.68031875916513,98.93983587158853,165.32549443453505,169.50442918291608,179.53059308473846,178.07976901133148,arm_stretch_up
1,136.36259937356414,177.1094993366723,146.6058190535198,125.87906504501278,111.4082368613998,77.08608019356733,151.78838489156382,158.98239739225514,174.07673380717046,174.36787635249593,arm_stretch_upper_right
2,126.35912582033605,155.4113393113171,143.33855314540787,142.03781282779377,109.12869414251197,73.29522705752659,151.67817713884503,161.176537242789,175.18966160676916,176.57179090675046,arm_stretch_upper_right
3,143.59229281015027,172.35118633114047,154.13273921696546,139.7013057665154,95.77516565486452,80.21910201903324,154.99077685099718,159.14962605618163,172.29819623954688,177.13375902181562,arm_stretch_upper_right
4,147.55529674078855,171.00172924169902,157.7955965418586,145.7993133589088,98.25122821378136,77.35107649344448,159.03171438116584,163.52924832391756,174.1668716985515,176.3902979192908,arm_stretch_upper_right
5,151.06370003854494,179.29254730173804,147.1062969418752,154.44089976152017,100.5306431594063,82.4586643328425,155.11162839669396,166.57346378723798,176.6723185468216,177.17543874428478,arm_stretch_upper_right
6,160.39937500845872,173.81793756123008,153.79012124629378,160.5993613016455,91.32792654972117,93.41619305573123,164.441668835814,179.90724420626267,177.07773099573035,178.33574705751542,arm_stretch_upper_right
7,154.86901975578186,179.09905537326128,156.19047713424052,151.74076099463943,128.1070536224362,73.87846197837102,143.57043567303558,176.16340293368256,166.9688240371307,175.85634701043585,arm_stretch_upper_right
8,158.39717726121003,172.41278676169782,138.21064466534722,148.88503067723423,124.96543671588397,74.26159515830092,145.135413295773,177.56630127489265,168.2904224309496,176.88500278174865,arm_stretch_upper_right
9,163.72613991731373,164.5740531383513,120.77712936574007,133.35928896434206,120.3658438908343,78.63588201204777,157.6890778417815,179.89869792990515,173.24556855719004,174.97940785518293,arm_stretch_upper_right
10,150.98911437402904,173.47215899211508,133.96080351150678,142.82805602300186,119.48929144369421,77.44987962082477,154.16378299558036,174.73868021389706,174.13263753771778,179.55810229866177,arm_stretch_upper_right
11,156.26707539401357,151.856262081357,138.43602089973024,121.258368204429,113.41716798699824,71.63318267686405,166.02518646957841,172.82487727693533,171.65243109713188,167.53247756572853,arm_stretch_upper_right
12,143.2869654192778,169.5603920246141,125.43584235195598,123.66718452060138,122.25706687736482,60.6230985909061,153.24982401801572,170.14383043908413,162.43563963524235,179.8638190647878,arm_stretch_upper_right
13,178.55199990103506,103.1432949532444,125.05507032282883,125.26305960094459,175.41187783667516,46.81754219566676,30.195193903270365,70.8526437025647,4.334969257876749,52.673011631918435,arm_stretch_upper_right
14,164.27902737326573,122.68721090309846,163.92210440452052,157.97609776898184,124.08492448179055,105.57625051803018,52.0861871595153,10.74685142848976,145.25154533001336,60.003429139565135,arm_stretch_upper_right
15,164.46371066105314,143.01780375497574,111.03099935371202,124.08119491202498,173.02912874224683,1.5438359354938909,59.873678930733014,55.392602006901626,133.48232638113416,137.7254320143591,arm_stretch_upper_right
16,158.63524872931197,174.77531755111343,155.88272838679669,150.8958387790299,45.429066713446616,132.18156021915192,69.14939767742615,31.77441714918052,46.318245333574545,104.3418609542539,arm_stretch_upper_right
17,114.02053871772196,113.66341537360765,112.49684029680239,110.87231981079402,138.3687653216784,106.04800710731212,25.879841113353645,84.97242205419853,15.686462669493825,113.00255595211557,arm_stretch_upper_right
18,159.71689433644605,168.66863251780913,139.77942076141767,158.94857937553735,89.51962515998518,84.76231525708718,163.82548509806435,162.71081401525308,178.2465951399286,176.03534527714376,arm_stretch_upper_right
19,151.68721488722244,148.12208599667855,155.58085932782546,162.17880909484592,96.17665295875807,77.59738249985838,147.29500039438514,147.61844688713887,177.4132441522893,176.104123977429,arm_stretch_upper_right
20,166.90858648652872,179.3919859802951,157.00542593158187,154.52409099281854,99.38181027535285,88.11932176181335,148.2174964462598,163.04772510734188,178.0035320701179,178.41618842913803,arm_stretch_upper_right
21,155.1501177240089,155.3073209174276,168.0863073947443,151.38081420258945,111.84374886864187,74.85842807558943,133.45637483637475,149.59020720502323,179.28616752707302,179.0266216724788,arm_stretch_upper_right
22,147.2269999860669,151.85406874672145,131.90523248075604,160.0983388818461,101.09103848831971,95.02839063223317,151.14433878028345,174.0460958458429,179.76160007408095,178.48049321877534,arm_stretch_upper_right
23,142.64558299911127,154.16050384238565,142.69605172201662,163.17889464310437,97.13833991571374,79.17486256952671,152.54901716016715,156.04628160631435,178.74136913216,175.86679682021318,arm_stretch_upper_right
24,110.19509178934608,162.08620850140736,124.13457740946575,157.84347855702444,98.40301808030098,76.89068491052375,148.8776361992502,150.6127660659198,179.4355689124072,175.0171174119621,arm_stretch_upper_right
25,147.53161672868336,164.7513452808429,145.1911012429049,151.6354694429756,99.77253626169163,81.5919008527427,152.28913350720077,160.05470173260608,179.69973997622859,177.65466926815833,arm_stretch_upper_right
26,158.80711584360256,161.81100871265684,169.74064324942685,140.70207897901716,97.37354736211374,78.57289840605488,152.92275508407695,156.27117211187144,178.21089236066135,179.88471689699404,arm_stretch_upper_right
27,159.30831614069388,144.08101292119736,157.3511763320271,160.75812172197564,91.4154026696889,79.35574571548622,155.98170002720863,155.41511836331654,177.36365708489657,176.52672738105167,arm_stretch_upper_right
28,139.5891743288846,153.3216107985707,164.70674808163355,146.15956944725602,100.94147594868252,69.4266881973148,143.43071310953084,142.41811028381557,176.77804063808625,173.28951881850656,arm_stretch_upper_right
29,148.8200340054641,154.9266557850336,176.83727692732887,146.9973366101844,97.00661059625904,84.86843149073009,153.00203888484566,159.9850999598579,179.17127059371427,176.28926960557774,arm_stretch_upper_right
30,114.40057164853205,160.4981182750026,122.53106246708643,173.3259573764284,96.531643630778,80.75922036866015,149.3359377371335,153.7034262893864,177.56512629566222,176.9024472499122,arm_stretch_upper_right
31,149.22502834896713,155.43921154754986,161.86073935537584,163.26513614955738,95.11119998639015,82.35464180138928,150.03221560551245,156.4652607879645,179.46591165200277,179.07079820954405,arm_stretch_upper_right
32,158.66202312337933,152.41908055513142,174.99672623104462,153.59779057926914,97.88141038963381,86.39795477344528,149.0861650953972,162.47244904840775,178.7684852562349,177.31292015093516,arm_stretch_upper_right
33,150.68155189681673,167.5894221147126,158.99737735904526,144.10733431225444,112.93175766722986,85.29910888366702,125.27047755944066,151.31663765710434,178.09245611792372,179.9689327510388,arm_stretch_upper_right
34,155.1229791799963,163.51988798607198,157.68011021426346,136.46441636203443,117.17678393651536,82.86068671184691,118.01701713109236,151.18817639951297,179.10715103942277,178.92461674599483,arm_stretch_upper_right
35,166.98659900560884,161.68936450602988,178.34924147351015,170.32069235225532,104.87197740333464,78.64279672156556,149.6105709987434,161.95038598279422,178.5405019785943,177.929853989163,arm_stretch_upper_right
36,168.41063287581306,164.16761337957774,172.18837325213576,171.425753212732,105.4909024729344,78.2452587197498,150.3378711705403,162.69865016726237,178.08477198465957,177.28232315502945,arm_stretch_upper_right
37,162.070184154156,163.03534730821002,166.81380595919677,167.55467587085406,104.35244642282309,80.08727867247366,148.13935164781597,159.64241623513843,179.5112412215401,174.87188373747858,arm_stretch_upper_right
38,165.5157045093972,161.22845243214877,172.79177349784823,169.9938775164166,102.59566878423674,81.06148498752448,152.21317325822096,163.39759524290233,179.0780389132954,178.8680023017933,arm_stretch_upper_right
39,152.5973130479147,158.67553822925058,170.4715046574246,178.35255636316634,145.05931701979634,49.14280951900952,139.75370255941965,153.5503036571237,145.6191935708664,175.27107715203607,arm_stretch_upper_right
40,138.52617457877807,153.10376303450656,139.60575898338556,136.36392753160294,102.38741174849694,74.83927294056343,149.7636936945215,153.8605262549586,178.45289370583498,179.76447717364306,arm_stretch_upper_right
41,142.23830110430214,163.38984309867942,164.99391234566966,162.713086977279,94.53622557955079,75.65724334322014,166.8913489466842,175.63151158877383,107.03946302788515,97.28691665155871,arm_stretch_upper_right
42,153.55284120698423,157.4632351909915,165.22634710278064,145.75307958039687,102.99200388697885,88.3480921954751,139.42586526740502,158.85346412824242,179.3296867220424,175.62853942636187,arm_stretch_upper_right
43,151.6388056704263,163.51092669814474,169.50722608688957,144.91117845682635,106.75045206363644,86.89179994838372,138.59815615893814,160.12991122369328,177.60480692451696,177.91502447729604,arm_stretch_upper_right
44,162.9657803151257,161.51662487473698,164.59952035462868,166.2849487956233,99.45661147551058,90.79958578814244,151.75534011383755,168.79438621926502,178.76615919878182,177.43090375536886,arm_stretch_upper_right
45,151.63567309878795,153.7221940046599,165.4989686916354,164.65007207656865,107.23678040998756,87.61647545271911,151.58146537981582,173.4921783046564,174.79230818057758,177.40098887085412,arm_stretch_upper_right
46,158.04784301011227,149.89261884647198,170.1418330034686,161.22531087293035,108.20848447058081,81.85064718867397,143.6757599475717,162.81292100853662,175.6172856519886,178.66622201006228,arm_stretch_upper_right
47,161.43563208237416,156.24653847954747,169.49223123180752,156.70805303156536,123.28142470208088,87.77516563545335,115.03645354317553,159.90142199426018,179.66756101392366,179.92018238802834,arm_stretch_upper_right
48,165.1152566470737,159.88995611089356,174.90487999919486,145.8303991845393,113.80284773223632,72.8204670829651,131.11898718568938,146.6766732346268,176.29153098146523,173.65400438665503,arm_stretch_upper_right
49,43.47497049998809,164.0989106603035,54.28244826572237,147.94650951563688,135.44761417086053,82.40772745854805,115.92900118886354,163.92126341384025,171.49872876586366,178.73574663799013,arm_stretch_upper_right
50,139.31376259598207,159.12840293026792,158.65262692980627,143.05422883693697,101.08489129224235,82.88570090496805,143.79489696544334,155.36013253124517,174.3786042270732,172.92342858576183,arm_stretch_upper_right
51,152.59242456218155,159.0559107922248,176.1539699099523,159.66458725718832,90.24574086651936,79.45266017247698,175.1910293792429,165.43682566911696,172.68364764666444,175.76617583766713,arm_stretch_upper_right
52,155.5087411283576,150.91171611045124,177.66322938034585,165.83926314054818,109.97550534393878,87.47782381354257,151.80967706618188,176.9673473745995,171.90550806761087,176.2462118115637,arm_stretch_upper_right
53,133.3864610671189,148.02631367508957,151.6770623615002,146.0937230115579,92.06450799085091,82.2876898517405,160.29562665741958,161.56505117707795,177.85388987075368,179.22082543496285,arm_stretch_upper_right
54,161.43747352130083,152.78810149953722,170.0610602747962,174.8907135775659,105.12935206384667,78.71850281003954,150.7940939856633,164.76368987633188,179.81782007496847,178.23156254553422,arm_stretch_upper_right
55,145.86071734341803,155.31638456412244,154.54889304965548,167.45323850743523,101.75508037977994,95.25559797841998,151.2259246504924,176.26587635888524,177.79871913274212,178.63646035247572,arm_stretch_upper_right
56,162.93576746451984,159.48635122686377,162.2188793075024,158.46233511497587,108.61316218136919,88.89884377734565,133.72169618002425,162.58145925649515,177.40537088085128,179.18370723221815,arm_stretch_upper_right
57,156.09660864380083,163.55419164133576,152.29895453082977,168.1343499363145,102.93420650021548,92.51672763558693,148.64370114723886,170.30729410376475,174.92767406716257,177.8878344279096,arm_stretch_upper_right
58,152.0862254261026,131.45862586239815,152.27499768514028,142.2164524788129,87.13059857949106,96.81032476455314,177.11302797844618,166.1893841959536,175.35495703972418,172.83792517595543,arm_stretch_upper_right
59,157.61538626167373,133.94674659011025,152.84822137975013,157.20419253196658,85.68868401350063,102.14106072191716,177.67432964710056,167.64258137249809,179.82099280457436,170.85111122877515,arm_stretch_upper_right
60,111.64641677285937,150.51416653242492,128.62655475839665,128.95364725488622,115.27509469474603,70.73703251973268,154.09399697373246,166.93400954359677,177.30453781540456,169.64295990533697,arm_stretch_upper_right
61,114.36010367928907,144.4470009915821,124.5765000724382,133.44011265291883,112.3273082578911,71.48952954307357,155.15928297491268,164.05780343158585,177.30684885282906,179.87234596253725,arm_stretch_upper_right
62,154.89094111257708,22.751580090313244,122.15733674883074,171.15959288555467,68.5188461560641,136.01706783503087,146.41425110355888,178.40576116312965,122.61505520551341,148.87317777464074,arm_stretch_upper_right
63,142.31708193415324,4.592382813302568,85.98518022059885,51.55273792848041,96.2116251951433,134.32641588990478,113.75570811170294,170.31950096102102,112.1850211080942,172.1857049199628,arm_stretch_upper_right
64,140.83944221364933,173.21285298953902,127.28820758457113,137.42246444496777,98.6992255927291,78.47179894560759,157.6206406041748,163.7778761183086,176.52167195164134,179.0640338813628,arm_stretch_upper_right
65,160.24075042637415,162.47716285801846,152.98131000834556,148.4086006173816,117.17192096934573,84.32951335470216,122.39097424103942,153.750753210455,173.99182668477016,176.11546183107762,arm_stretch_upper_right
66,158.38560509520156,166.43074985235478,158.90019122771903,161.57102384249083,93.42635766320383,80.4266082078849,170.09475832183048,163.56969566924218,179.8668230663803,172.37469321439988,arm_stretch_upper_right
67,158.0866004144357,156.49427261614102,168.53756961361432,156.33655313138553,97.06347418190003,79.19476643244172,160.68317646508368,164.5457261132634,178.84266693187178,174.31745693284392,arm_stretch_upper_right
68,144.6001184298787,154.1858946370644,135.79388608947545,136.7566201028519,114.99217940515426,86.62132255226372,138.14191022830622,171.49721108880405,177.0991031014496,176.88882351852956,arm_stretch_upper_right
69,146.915147071265,178.09332194099983,120.5406048496815,119.60395181465431,97.72422501127664,94.37837328363001,148.8572382849266,168.98196489621637,179.24450812191083,179.38394009160237,arm_stretch_upper_right
70,165.6402523122838,164.36659057454196,175.29856608820154,161.71513800998355,99.46232220802563,76.10500932328455,145.82745310382538,149.80920980933456,180,176.63815598609784,arm_stretch_upper_right
71,134.1643023542056,123.97423521213199,149.4248032167998,177.52121089142247,124.47192240526122,79.37776505299216,135.64449998115967,169.17269871489952,172.5707767059629,178.90238844274847,arm_stretch_upper_right
72,142.717286322033,148.8473463219911,138.18240209003415,161.4070876322109,107.16176835824764,84.10882554680842,148.82917155668156,167.49771250439014,179.86286826585606,179.62680365257287,arm_stretch_upper_right
73,148.9390143596588,154.0097943327072,153.33237645443361,157.4320619183092,93.0856247139412,90.98150264395458,158.2634886180285,169.28452768988046,178.13952410806846,176.47423018630673,arm_stretch_upper_right
74,147.9074086712658,156.2334415205108,158.47739989209302,158.77927109954086,91.43209618416464,87.28057487431032,158.9624889745782,165.02865130622743,175.1792339219071,178.71267105847562,arm_stretch_upper_right
75,157.9785543723339,177.22692240540306,143.30567620555604,154.57537491610938,105.22278474513979,92.27818450416696,150.782702136083,174.83645606846866,177.12271477005902,179.28477040342665,arm_stretch_upper_right
76,151.17889753030934,154.59004826324912,170.76704820934742,157.790969582986,98.06656464220953,82.81146285726335,152.73910124848604,162.63587563186496,177.19138505936067,177.40813329476438,arm_stretch_upper_right
77,155.2464540202381,154.13356053111474,160.4729096320231,170.8094343921053,100.4462857139699,82.07349184437386,155.89196051935738,165.53944541948312,177.02434809770392,177.17286425673572,arm_stretch_upper_right
1,146.69270421350421,135.06301469654068,163.61814958967298,163.56309968955273,85.73261237139822,94.5328722292842,168.34429180701278,178.10032314699913,174.59648428041385,179.637291341638,hurray
2,155.07067779870175,149.5391501730873,165.2177540043795,157.0608994672083,90.70559449956629,89.99043327840319,169.61347691918726,176.21587684722277,178.86867884653637,177.2055378027545,hurray
3,154.9942821603075,152.91929390645953,168.9181980487742,161.4074416143793,83.99493112231502,90.80540748930392,179.02690603246072,174.1678291691718,175.42420753978115,174.26258940457365,hurray
4,159.54369568065107,152.30052719194504,170.38286409095895,162.75112974749536,84.8449953903612,93.01479232518793,174.84318624934497,173.86897473113808,176.80141611785422,177.97011321368947,hurray
5,141.74518254372623,139.37388049540814,152.8375932916276,145.3888578154696,82.77914903846833,97.78614994675661,178.1990648277508,172.7517577303415,177.69093721097397,177.19065543886617,hurray
